reference_id,scan_id,raw_scan_uuid,source_split,role,processed_reference,processed_readable,instance_gt_reference,instance_gt_readable,canonical_instance_mapping_available
09582244-e2c2-2de1-956c-357092d949d1,scene0007_01,0958222f-e2c2-2de1-94fd-986561908cee,train,development,external:data_root/processed/rio/train/0007_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0007_01.txt,True,True
09582244-e2c2-2de1-956c-357092d949d1,scene0007_02,0958223d-e2c2-2de1-9683-a76a4276d84c,train,development,external:data_root/processed/rio/train/0007_02.npy,True,external:data_root/processed/rio/instance_gt/train/scene0007_02.txt,True,True
09582244-e2c2-2de1-956c-357092d949d1,scene0007_03,09582237-e2c2-2de1-9758-862dc7a3d009,train,development,external:data_root/processed/rio/train/0007_03.npy,True,external:data_root/processed/rio/instance_gt/train/scene0007_03.txt,True,True
09582244-e2c2-2de1-956c-357092d949d1,scene0007_04,09582242-e2c2-2de1-942f-d1001cbff56b,train,development,external:data_root/processed/rio/train/0007_04.npy,True,external:data_root/processed/rio/instance_gt/train/scene0007_04.txt,True,True
0958224e-e2c2-2de1-943b-38e36345e2e7,scene0008_00,0958224e-e2c2-2de1-943b-38e36345e2e7,train,adaptation,external:data_root/processed/rio/train/0008_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0008_00.txt,True,True
0958224e-e2c2-2de1-943b-38e36345e2e7,scene0008_01,09582250-e2c2-2de1-9541-3efcbdc2dca4,train,adaptation,external:data_root/processed/rio/train/0008_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0008_01.txt,True,True
0958224e-e2c2-2de1-943b-38e36345e2e7,scene0008_02,09582252-e2c2-2de1-96bf-d41dd0362f39,train,adaptation,external:data_root/processed/rio/train/0008_02.npy,True,external:data_root/processed/rio/instance_gt/train/scene0008_02.txt,True,True
0958224e-e2c2-2de1-943b-38e36345e2e7,scene0008_03,09582254-e2c2-2de1-9434-162187eb819e,train,adaptation,external:data_root/processed/rio/train/0008_03.npy,True,external:data_root/processed/rio/instance_gt/train/scene0008_03.txt,True,True
0958224e-e2c2-2de1-943b-38e36345e2e7,scene0008_04,09582256-e2c2-2de1-9662-c4bc7ca7c497,train,adaptation,external:data_root/processed/rio/train/0008_04.npy,True,external:data_root/processed/rio/instance_gt/train/scene0008_04.txt,True,True
0988ea72-eb32-2e61-8344-99e2283c2728,scene0009_00,0988ea72-eb32-2e61-8344-99e2283c2728,validation,additional_native_refs,external:data_root/processed/rio/validation/0009_00.npy,True,external:data_root/processed/rio/instance_gt/validation/scene0009_00.txt,True,True
0988ea72-eb32-2e61-8344-99e2283c2728,scene0009_01,9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1,validation,additional_native_refs,external:data_root/processed/rio/validation/0009_01.npy,True,external:data_root/processed/rio/instance_gt/validation/scene0009_01.txt,True,True
0988ea72-eb32-2e61-8344-99e2283c2728,scene0009_02,9766cbf5-6321-2e2f-8131-78c4e204635d,validation,additional_native_refs,external:data_root/processed/rio/validation/0009_02.npy,True,external:data_root/processed/rio/instance_gt/validation/scene0009_02.txt,True,True
0988ea72-eb32-2e61-8344-99e2283c2728,scene0009_03,9766cbf7-6321-2e2f-81e1-2b46533c64dd,validation,additional_native_refs,external:data_root/processed/rio/validation/0009_03.npy,True,external:data_root/processed/rio/instance_gt/validation/scene0009_03.txt,True,True
0ad2d382-79e2-2212-98b3-641bf9d552c1,scene0011_00,0ad2d382-79e2-2212-98b3-641bf9d552c1,train,adaptation,external:data_root/processed/rio/train/0011_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0011_00.txt,True,True
0ad2d382-79e2-2212-98b3-641bf9d552c1,scene0011_01,dcb6a329-5526-23f1-9d81-7718f682269c,train,adaptation,external:data_root/processed/rio/train/0011_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0011_01.txt,True,True
0ad2d382-79e2-2212-98b3-641bf9d552c1,scene0011_02,dcb6a32b-5526-23f1-9cbc-3d257a8096fa,train,adaptation,external:data_root/processed/rio/train/0011_02.npy,True,external:data_root/processed/rio/instance_gt/train/scene0011_02.txt,True,True
0ad2d386-79e2-2212-9b40-43d081db442a,scene0012_00,0ad2d386-79e2-2212-9b40-43d081db442a,train,adaptation,external:data_root/processed/rio/train/0012_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0012_00.txt,True,True
0ad2d386-79e2-2212-9b40-43d081db442a,scene0012_01,0ad2d389-79e2-2212-9b0a-5f0e6f4982b5,train,adaptation,external:data_root/processed/rio/train/0012_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0012_01.txt,True,True
0ad2d38f-79e2-2212-98d2-9b5060e5e9b5,scene0013_00,0ad2d38f-79e2-2212-98d2-9b5060e5e9b5,train,adaptation,external:data_root/processed/rio/train/0013_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0013_00.txt,True,True
0ad2d38f-79e2-2212-98d2-9b5060e5e9b5,scene0013_01,0ad2d391-79e2-2212-98a3-7e2440884395,train,adaptation,external:data_root/processed/rio/train/0013_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0013_01.txt,True,True
0ad2d399-79e2-2212-99cf-7a3512734bd7,scene0014_00,0ad2d399-79e2-2212-99cf-7a3512734bd7,train,adaptation,external:data_root/processed/rio/train/0014_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0014_00.txt,True,True
0ad2d399-79e2-2212-99cf-7a3512734bd7,scene0014_01,0ad2d384-79e2-2212-9b18-72b44eb5463f,train,adaptation,external:data_root/processed/rio/train/0014_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0014_01.txt,True,True
0ad2d399-79e2-2212-99cf-7a3512734bd7,scene0014_02,0ad2d395-79e2-2212-9b89-83581fad7390,train,adaptation,external:data_root/processed/rio/train/0014_02.npy,True,external:data_root/processed/rio/instance_gt/train/scene0014_02.txt,True,True
0ad2d39b-79e2-2212-99ae-830c292cd079,scene0015_00,0ad2d39b-79e2-2212-99ae-830c292cd079,train,adaptation,external:data_root/processed/rio/train/0015_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0015_00.txt,True,True
0ad2d39b-79e2-2212-99ae-830c292cd079,scene0015_01,0ad2d3a1-79e2-2212-9b99-a96495d9f7fe,train,adaptation,external:data_root/processed/rio/train/0015_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0015_01.txt,True,True
0ad2d39b-79e2-2212-99ae-830c292cd079,scene0015_02,0ad2d39d-79e2-2212-99aa-1e95c5b94289,train,adaptation,external:data_root/processed/rio/train/0015_02.npy,True,external:data_root/processed/rio/instance_gt/train/scene0015_02.txt,True,True
0ad2d3a3-79e2-2212-9a51-9094be707ec2,scene0016_00,0ad2d3a3-79e2-2212-9a51-9094be707ec2,train,adaptation,external:data_root/processed/rio/train/0016_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0016_00.txt,True,True
0ad2d3a3-79e2-2212-9a51-9094be707ec2,scene0016_01,0ad2d3a5-79e2-2212-9a9e-2502a05fa678,train,adaptation,external:data_root/processed/rio/train/0016_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0016_01.txt,True,True
0ad2d3a3-79e2-2212-9a51-9094be707ec2,scene0016_02,0ad2d3a7-79e2-2212-9a1b-8737842a24e2,train,adaptation,external:data_root/processed/rio/train/0016_02.npy,True,external:data_root/processed/rio/instance_gt/train/scene0016_02.txt,True,True
0cac7536-8d6f-2d13-8dc2-2f9d7aa62dc4,scene0017_00,0cac7536-8d6f-2d13-8dc2-2f9d7aa62dc4,train,adaptation,external:data_root/processed/rio/train/0017_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0017_00.txt,True,True
0cac7536-8d6f-2d13-8dc2-2f9d7aa62dc4,scene0017_01,dc42b36c-8d5c-2d2a-86aa-19a8929361fd,train,adaptation,external:data_root/processed/rio/train/0017_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0017_01.txt,True,True
0cac7536-8d6f-2d13-8dc2-2f9d7aa62dc4,scene0017_02,0cac7538-8d6f-2d13-8c23-d635c21d0f17,train,adaptation,external:data_root/processed/rio/train/0017_02.npy,True,external:data_root/processed/rio/instance_gt/train/scene0017_02.txt,True,True
0cac753c-8d6f-2d13-8e27-e0664fc33bb9,scene0018_00,0cac753c-8d6f-2d13-8e27-e0664fc33bb9,train,adaptation,external:data_root/processed/rio/train/0018_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0018_00.txt,True,True
0cac753c-8d6f-2d13-8e27-e0664fc33bb9,scene0018_01,0cac753a-8d6f-2d13-8f04-2073b87af440,train,adaptation,external:data_root/processed/rio/train/0018_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0018_01.txt,True,True
0cac7540-8d6f-2d13-8eee-36ba2a428e3f,scene0019_00,0cac7540-8d6f-2d13-8eee-36ba2a428e3f,validation,additional_native_refs,external:data_root/processed/rio/validation/0019_00.npy,True,external:data_root/processed/rio/instance_gt/validation/scene0019_00.txt,True,True
0cac7540-8d6f-2d13-8eee-36ba2a428e3f,scene0019_01,0cac7532-8d6f-2d13-8cea-1e70d5ae4856,validation,additional_native_refs,external:data_root/processed/rio/validation/0019_01.npy,True,external:data_root/processed/rio/instance_gt/validation/scene0019_01.txt,True,True
0cac7540-8d6f-2d13-8eee-36ba2a428e3f,scene0019_02,0cac7534-8d6f-2d13-8de7-8a915ed90050,validation,additional_native_refs,external:data_root/processed/rio/validation/0019_02.npy,True,external:data_root/processed/rio/instance_gt/validation/scene0019_02.txt,True,True
0cac7549-8d6f-2d13-8d56-b895956f571a,scene0021_00,0cac7549-8d6f-2d13-8d56-b895956f571a,train,adaptation,external:data_root/processed/rio/train/0021_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0021_00.txt,True,True
0cac7549-8d6f-2d13-8d56-b895956f571a,scene0021_01,dc42b378-8d5c-2d2a-8477-c1f077da4e56,train,adaptation,external:data_root/processed/rio/train/0021_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0021_01.txt,True,True
0cac7558-8d6f-2d13-8fe1-c8af0362735d,scene0022_00,0cac7558-8d6f-2d13-8fe1-c8af0362735d,train,adaptation,external:data_root/processed/rio/train/0022_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0022_00.txt,True,True
0cac7558-8d6f-2d13-8fe1-c8af0362735d,scene0022_01,baf67393-8e94-22f8-8198-961bc5ea7f20,train,adaptation,external:data_root/processed/rio/train/0022_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0022_01.txt,True,True
0cac755a-8d6f-2d13-8fed-b1be02f4ef77,scene0023_00,0cac755a-8d6f-2d13-8fed-b1be02f4ef77,train,adaptation,external:data_root/processed/rio/train/0023_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0023_00.txt,True,True
0cac755a-8d6f-2d13-8fed-b1be02f4ef77,scene0023_01,baf673a1-8e94-22f8-824b-1139a8fc8bda,train,adaptation,external:data_root/processed/rio/train/0023_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0023_01.txt,True,True
0cac755a-8d6f-2d13-8fed-b1be02f4ef77,scene0023_02,baf67399-8e94-22f8-81b1-900b40b196d7,train,adaptation,external:data_root/processed/rio/train/0023_02.npy,True,external:data_root/processed/rio/instance_gt/train/scene0023_02.txt,True,True
0cac755e-8d6f-2d13-8c6a-c0979ca34a4f,scene0024_00,0cac755e-8d6f-2d13-8c6a-c0979ca34a4f,train,adaptation,external:data_root/processed/rio/train/0024_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0024_00.txt,True,True
0cac755e-8d6f-2d13-8c6a-c0979ca34a4f,scene0024_01,baf6739f-8e94-22f8-82fd-b0cc4f4da8ae,train,adaptation,external:data_root/processed/rio/train/0024_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0024_01.txt,True,True
0cac7564-8d6f-2d13-8cb2-8b01c0a1b3d5,scene0025_00,0cac7564-8d6f-2d13-8cb2-8b01c0a1b3d5,train,adaptation,external:data_root/processed/rio/train/0025_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0025_00.txt,True,True
0cac7564-8d6f-2d13-8cb2-8b01c0a1b3d5,scene0025_01,baf673b0-8e94-22f8-8136-0b6b5028de14,train,adaptation,external:data_root/processed/rio/train/0025_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0025_01.txt,True,True
0cac7574-8d6f-2d13-8db6-4304f437e6d5,scene0026_00,0cac7574-8d6f-2d13-8db6-4304f437e6d5,train,adaptation,external:data_root/processed/rio/train/0026_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0026_00.txt,True,True
0cac7574-8d6f-2d13-8db6-4304f437e6d5,scene0026_01,2451c03f-fae8-24f6-90ac-6ba38cab8c92,train,adaptation,external:data_root/processed/rio/train/0026_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0026_01.txt,True,True
0cac7574-8d6f-2d13-8db6-4304f437e6d5,scene0026_02,0cac7576-8d6f-2d13-8f3c-f01f8f14022c,train,adaptation,external:data_root/processed/rio/train/0026_02.npy,True,external:data_root/processed/rio/instance_gt/train/scene0026_02.txt,True,True
0cac7578-8d6f-2d13-8c2d-bfa7a04f8af3,scene0027_00,0cac7578-8d6f-2d13-8c2d-bfa7a04f8af3,train,adaptation,external:data_root/processed/rio/train/0027_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0027_00.txt,True,True
0cac7578-8d6f-2d13-8c2d-bfa7a04f8af3,scene0027_01,2451c041-fae8-24f6-9213-b8b6af8d86c1,train,adaptation,external:data_root/processed/rio/train/0027_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0027_01.txt,True,True
0cac7578-8d6f-2d13-8c2d-bfa7a04f8af3,scene0027_02,ddc73793-765b-241a-9ecd-b0cebb7cf916,train,adaptation,external:data_root/processed/rio/train/0027_02.npy,True,external:data_root/processed/rio/instance_gt/train/scene0027_02.txt,True,True
0cac7578-8d6f-2d13-8c2d-bfa7a04f8af3,scene0027_03,ddc73795-765b-241a-9c5d-b97744afe077,train,adaptation,external:data_root/processed/rio/train/0027_03.npy,True,external:data_root/processed/rio/instance_gt/train/scene0027_03.txt,True,True
0cac7580-8d6f-2d13-8c9d-d45247b5244b,scene0028_00,0cac7580-8d6f-2d13-8c9d-d45247b5244b,train,adaptation,external:data_root/processed/rio/train/0028_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0028_00.txt,True,True
0cac7580-8d6f-2d13-8c9d-d45247b5244b,scene0028_01,0cac757e-8d6f-2d13-8f1d-ef6123d53655,train,adaptation,external:data_root/processed/rio/train/0028_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0028_01.txt,True,True
0cac7580-8d6f-2d13-8c9d-d45247b5244b,scene0028_02,c7895f0f-339c-2d13-807d-cb2e7fe646fd,train,adaptation,external:data_root/processed/rio/train/0028_02.npy,True,external:data_root/processed/rio/instance_gt/train/scene0028_02.txt,True,True
0cac7584-8d6f-2d13-8df8-c05e4307b418,scene0029_00,0cac7584-8d6f-2d13-8df8-c05e4307b418,validation,additional_native_refs,external:data_root/processed/rio/validation/0029_00.npy,True,external:data_root/processed/rio/instance_gt/validation/scene0029_00.txt,True,True
0cac7584-8d6f-2d13-8df8-c05e4307b418,scene0029_01,0cac7582-8d6f-2d13-8d4b-e4041cb166c4,validation,additional_native_refs,external:data_root/processed/rio/validation/0029_01.npy,True,external:data_root/processed/rio/instance_gt/validation/scene0029_01.txt,True,True
0cac7597-8d6f-2d13-8c9c-6f8542021d5c,scene0031_00,0cac7597-8d6f-2d13-8c9c-6f8542021d5c,train,adaptation,external:data_root/processed/rio/train/0031_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0031_00.txt,True,True
0cac7597-8d6f-2d13-8c9c-6f8542021d5c,scene0031_01,0cac7595-8d6f-2d13-8cad-f51af4c9aba2,train,adaptation,external:data_root/processed/rio/train/0031_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0031_01.txt,True,True
0cac759b-8d6f-2d13-8e3b-2e3bc1ee1158,scene0032_00,0cac759b-8d6f-2d13-8e3b-2e3bc1ee1158,train,adaptation,external:data_root/processed/rio/train/0032_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0032_00.txt,True,True
0cac759b-8d6f-2d13-8e3b-2e3bc1ee1158,scene0032_01,b05fdd68-fca0-2d4f-895a-2f40f6b4aca9,train,adaptation,external:data_root/processed/rio/train/0032_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0032_01.txt,True,True
0cac759b-8d6f-2d13-8e3b-2e3bc1ee1158,scene0032_02,0cac759d-8d6f-2d13-8e8b-c3730d9fe563,train,adaptation,external:data_root/processed/rio/train/0032_02.npy,True,external:data_root/processed/rio/instance_gt/train/scene0032_02.txt,True,True
0cac759b-8d6f-2d13-8e3b-2e3bc1ee1158,scene0032_03,0cac7599-8d6f-2d13-8e7f-4217750a64cc,train,adaptation,external:data_root/processed/rio/train/0032_03.npy,True,external:data_root/processed/rio/instance_gt/train/scene0032_03.txt,True,True
0cac75a7-8d6f-2d13-8fdc-083ff44d10fb,scene0033_00,0cac75a7-8d6f-2d13-8fdc-083ff44d10fb,train,adaptation,external:data_root/processed/rio/train/0033_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0033_00.txt,True,True
0cac75a7-8d6f-2d13-8fdc-083ff44d10fb,scene0033_01,2451c053-fae8-24f6-91f0-6bebca1fe741,train,adaptation,external:data_root/processed/rio/train/0033_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0033_01.txt,True,True
0cac75ad-8d6f-2d13-8c74-5de4dfc4affc,scene0034_00,0cac75ad-8d6f-2d13-8c74-5de4dfc4affc,train,adaptation,external:data_root/processed/rio/train/0034_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0034_00.txt,True,True
0cac75ad-8d6f-2d13-8c74-5de4dfc4affc,scene0034_01,2451c057-fae8-24f6-92b8-df89e0429f6e,train,adaptation,external:data_root/processed/rio/train/0034_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0034_01.txt,True,True
0cac75ad-8d6f-2d13-8c74-5de4dfc4affc,scene0034_02,0cac75ab-8d6f-2d13-8fea-b1eb7e9bf6e7,train,adaptation,external:data_root/processed/rio/train/0034_02.npy,True,external:data_root/processed/rio/instance_gt/train/scene0034_02.txt,True,True
0cac75ad-8d6f-2d13-8c74-5de4dfc4affc,scene0034_03,0cac75af-8d6f-2d13-8f9e-ed3f62665aed,train,adaptation,external:data_root/processed/rio/train/0034_03.npy,True,external:data_root/processed/rio/instance_gt/train/scene0034_03.txt,True,True
0cac75b1-8d6f-2d13-8c17-9099db8915bc,scene0035_00,0cac75b1-8d6f-2d13-8c17-9099db8915bc,train,adaptation,external:data_root/processed/rio/train/0035_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0035_00.txt,True,True
0cac75b1-8d6f-2d13-8c17-9099db8915bc,scene0035_01,0cac75b3-8d6f-2d13-8f4b-3d74070429df,train,adaptation,external:data_root/processed/rio/train/0035_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0035_01.txt,True,True
0cac75c4-8d6f-2d13-8c37-fcfaf141ae5a,scene0036_00,0cac75c4-8d6f-2d13-8c37-fcfaf141ae5a,train,adaptation,external:data_root/processed/rio/train/0036_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0036_00.txt,True,True
0cac75c4-8d6f-2d13-8c37-fcfaf141ae5a,scene0036_01,0cac75c6-8d6f-2d13-8d35-f0128b4fb7a9,train,adaptation,external:data_root/processed/rio/train/0036_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0036_01.txt,True,True
0cac75c8-8d6f-2d13-8c08-b3c40c58e0f7,scene0037_00,0cac75c8-8d6f-2d13-8c08-b3c40c58e0f7,train,adaptation,external:data_root/processed/rio/train/0037_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0037_00.txt,True,True
0cac75c8-8d6f-2d13-8c08-b3c40c58e0f7,scene0037_01,0cac75ca-8d6f-2d13-8dfc-9932bfbb834d,train,adaptation,external:data_root/processed/rio/train/0037_01.npy,True,external:data_root/processed/rio/instance_gt/train/scene0037_01.txt,True,True
0cac75c8-8d6f-2d13-8c08-b3c40c58e0f7,scene0037_02,0cac75cc-8d6f-2d13-8ddf-7b3c05e8709c,train,adaptation,external:data_root/processed/rio/train/0037_02.npy,True,external:data_root/processed/rio/instance_gt/train/scene0037_02.txt,True,True
0cac75d0-8d6f-2d13-8c26-d771a31c3f50,scene0038_00,0cac75d0-8d6f-2d13-8c26-d771a31c3f50,train,adaptation,external:data_root/processed/rio/train/0038_00.npy,True,external:data_root/processed/rio/instance_gt/train/scene0038_00.txt,True,True
